name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
F60	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F61	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F62	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F63	ECOG	µV	0.000	0.150	G2	F	0.000	good	n/a	512.000
F64	ECOG	µV	0.000	0.150	G2	F	0.000	bad	on top of other channels, noisy	512.000
vT1	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT2	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT3	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT4	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT5	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT6	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT7	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT8	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
sT1	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT2	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT3	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT4	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT5	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT6	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT7	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT8	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
D1	SEEG	µV	0.000	0.150	G2	D	0.000	good	n/a	512.000
D2	SEEG	µV	0.000	0.150	G2	D	0.000	good	n/a	512.000
D3	SEEG	µV	0.000	0.150	G2	D	0.000	good	n/a	512.000
D4	SEEG	µV	0.000	0.150	G2	D	0.000	good	n/a	512.000
D5	SEEG	µV	0.000	0.150	G2	D	0.000	good	n/a	512.000
D6	SEEG	µV	0.000	0.150	G2	D	0.000	good	n/a	512.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	512.000
ORB+	EOG	µV	0.000	0.150	ORB-	n/a	0.000	good	n/a	512.000
EMG+	EMG	µV	0.000	0.150	EMG-	n/a	0.000	good	n/a	512.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	good	n/a	512.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	good	n/a	512.000
