name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
T56	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T57	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T58	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T59	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T60	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T61	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T62	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T63	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T64	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
Oc1	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc2	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc3	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc4	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc5	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc6	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc7	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc8	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	512.000
emg1+	EMG	µV	0.000	0.150	emg1-	n/a	0.000	good	n/a	512.000
EMG2	EMG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	512.000
vT1	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT2	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT3	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT4	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT5	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT6	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT7	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT8	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
sTv1	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv2	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv3	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv4	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv5	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv6	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv7	ECOG	µV	0.000	0.150	G2	sTv	0.000	bad	on top of other channels	512.000
sTv8	ECOG	µV	0.000	0.150	G2	sTv	0.000	bad	on top of other channels	512.000
sTm1	ECOG	µV	0.000	0.150	G2	sTm	0.000	good	n/a	512.000
sTm2	ECOG	µV	0.000	0.150	G2	sTm	0.000	good	n/a	512.000
sTm3	ECOG	µV	0.000	0.150	G2	sTm	0.000	good	n/a	512.000
sTm4	ECOG	µV	0.000	0.150	G2	sTm	0.000	good	n/a	512.000
sTm5	ECOG	µV	0.000	0.150	G2	sTm	0.000	good	n/a	512.000
sTm6	ECOG	µV	0.000	0.150	G2	sTm	0.000	bad	on top of other channels	512.000
sTm7	ECOG	µV	0.000	0.150	G2	sTm	0.000	bad	on top of other channels	512.000
sTm8	ECOG	µV	0.000	0.150	G2	sTm	0.000	bad	on top of other channels	512.000
sTa1	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa2	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa3	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa4	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa5	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa6	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa7	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa8	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
thor+	EMG	n/a	0.000	0.000	thor-	n/a	0.000	good	n/a	512.000
abdo+	EMG	n/a	0.000	0.000	abdo-	n/a	0.000	good	n/a	512.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	good	n/a	512.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	good	n/a	512.000
