name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
sTa2	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa3	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa4	ECOG	µV	0.000	0.150	G2	sTa	0.000	bad	on top of other channels	512.000
sTa5	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa6	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa7	ECOG	µV	0.000	0.150	G2	sTa	0.000	good	n/a	512.000
sTa8	ECOG	µV	0.000	0.150	G2	sTa	0.000	bad	on top of other channels	512.000
sTv1	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv2	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv3	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv4	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv5	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv6	ECOG	µV	0.000	0.150	G2	sTv	0.000	good	n/a	512.000
sTv7	ECOG	µV	0.000	0.150	G2	sTv	0.000	bad	on top of other channels	512.000
sTv8	ECOG	µV	0.000	0.150	G2	sTv	0.000	bad	on top of other channels	512.000
vT1	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT2	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT3	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT4	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT5	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT6	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT7	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
vT8	ECOG	µV	0.000	0.150	G2	vT	0.000	good	n/a	512.000
T01	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T02	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T03	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T04	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T05	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T06	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T07	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
T08	ECOG	µV	0.000	0.150	G2	T	0.000	good	n/a	512.000
orb+	EOG	µV	0.000	0.150	orb-	n/a	0.000	good	n/a	512.000
ECG+	ECG	µV	0.000	0.150	ECG-	n/a	0.000	good	n/a	512.000
AH+	MISC	µV	0.000	0.150	AH-	n/a	0.000	good	n/a	512.000
