name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
TOR12	SEEG	µV	0.000	0.150	G2	TOR	0.000	good	n/a	2048.000
COR1	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
COR2	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
COR3	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
COR4	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
COR5	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
COR6	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
COR7	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
COR8	SEEG	µV	0.000	0.150	G2	COR	0.000	good	n/a	2048.000
PR1	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
PR2	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
PR3	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
PR4	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
PR5	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
PR6	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
PR7	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
PR8	SEEG	µV	0.000	0.150	G2	PR	0.000	good	n/a	2048.000
SMR1	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR2	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR3	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR4	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR5	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR6	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR7	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR8	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR9	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
SMR10	SEEG	µV	0.000	0.150	G2	SMR	0.000	good	n/a	2048.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	bad	None	2048.000
