name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
PCL4	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL5	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL6	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL7	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL8	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL9	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL10	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL11	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL12	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL13	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL14	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
PCL15	SEEG	µV	0.000	0.150	G2	PCL	0.000	good	n/a	2048.000
AL1	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL2	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL3	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL4	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL5	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL6	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL7	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL8	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL9	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL10	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL11	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AL12	SEEG	µV	0.000	0.150	G2	AL	0.000	good	n/a	2048.000
AHL1	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL2	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL3	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL4	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL5	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL6	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL7	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL8	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL9	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL10	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL11	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL12	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
PHL1	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL2	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL3	SEEG	µV	0.000	0.150	G2	PHL	0.000	bad	noisy	2048.000
PHL4	SEEG	µV	0.000	0.150	G2	PHL	0.000	bad	noisy	2048.000
PHL5	SEEG	µV	0.000	0.150	G2	PHL	0.000	bad	noisy	2048.000
PHL6	SEEG	µV	0.000	0.150	G2	PHL	0.000	bad	noisy	2048.000
PHL7	SEEG	µV	0.000	0.150	G2	PHL	0.000	bad	noisy	2048.000
PHL8	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL9	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
PHL10	SEEG	µV	0.000	0.150	G2	PHL	0.000	bad	noisy	2048.000
PHL11	SEEG	µV	0.000	0.150	G2	PHL	0.000	bad	noisy	2048.000
PHL12	SEEG	µV	0.000	0.150	G2	PHL	0.000	good	n/a	2048.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	bad	None	2048.000
IPR1	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR2	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR3	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR4	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR5	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR6	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR7	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR8	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR9	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR10	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR11	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR12	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR13	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR14	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
IPR15	SEEG	µV	0.000	0.150	G2	IPR	0.000	good	n/a	2048.000
PCR1	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR2	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR3	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR4	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR5	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR6	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR7	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR8	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR9	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR10	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR11	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR12	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR13	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR14	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
PCR15	SEEG	µV	0.000	0.150	G2	PCR	0.000	good	n/a	2048.000
ACR1	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR2	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR3	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR4	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR5	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR6	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR7	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR8	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR9	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR10	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR11	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR12	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
AHR1	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR2	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR3	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR4	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR5	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR6	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR7	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR8	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR9	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR10	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR11	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
AHR12	SEEG	µV	0.000	0.150	G2	AHR	0.000	good	n/a	2048.000
