name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
P49	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P50	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P51	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P52	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P53	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P54	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P55	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P56	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P57	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P58	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P59	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P60	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P61	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P62	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P63	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
P64	ECOG	µV	0.000	0.150	G2	P	0.000	good	n/a	512.000
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	bad	None	512.000
Oc1	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc2	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc3	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc4	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc5	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc6	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc7	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
Oc8	ECOG	µV	0.000	0.150	G2	Oc	0.000	good	n/a	512.000
OB1	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
OB2	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
OB3	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
OB4	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
OB5	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
OB6	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
OB7	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
OB8	ECOG	µV	0.000	0.150	G2	OB	0.000	good	n/a	512.000
PB1	ECOG	µV	0.000	0.150	G2	PB	0.000	good	n/a	512.000
PB2	ECOG	µV	0.000	0.150	G2	PB	0.000	good	n/a	512.000
PB3	ECOG	µV	0.000	0.150	G2	PB	0.000	good	n/a	512.000
PB4	ECOG	µV	0.000	0.150	G2	PB	0.000	good	n/a	512.000
PB5	ECOG	µV	0.000	0.150	G2	PB	0.000	good	n/a	512.000
PB6	ECOG	µV	0.000	0.150	G2	PB	0.000	good	n/a	512.000
PB7	ECOG	µV	0.000	0.150	G2	PB	0.000	bad	on top of other channels	512.000
PB8	ECOG	µV	0.000	0.150	G2	PB	0.000	bad	on top of other channels	512.000
sT1	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT2	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT3	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT4	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT5	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT6	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT7	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
sT8	ECOG	µV	0.000	0.150	G2	sT	0.000	good	n/a	512.000
ECG1	ECG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	512.000
ECG2	ECG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	512.000
thor+	EMG	n/a	0.000	0.000	thor-	n/a	0.000	good	n/a	512.000
abdo+	EMG	n/a	0.000	0.000	abdo-	n/a	0.000	good	n/a	512.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	good	n/a	512.000
