name	type	units	low_cutoff	high_cutoff	reference	group	notch	status	status_description	sampling_frequency
MKR1+	TRIG	µV	0.000	0.000	MKR1-	n/a	0.000	bad	None	2048.000
FOR1	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR2	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR3	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR4	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR5	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR6	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR7	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR8	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR9	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR10	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR11	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR12	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR13	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR14	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
FOR15	SEEG	µV	0.000	0.150	G2	FOR	0.000	good	n/a	2048.000
MFL1	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL2	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL3	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL4	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL5	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL6	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL7	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL8	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL9	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL10	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL11	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL12	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL13	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL14	SEEG	µV	0.000	0.150	G2	MFL	0.000	good	n/a	2048.000
MFL15	SEEG	µV	0.000	0.150	G2	MFL	0.000	bad	noisy	2048.000
ACR1	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR2	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR3	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR4	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR5	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR6	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR7	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR8	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR9	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR10	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR11	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
ACR12	SEEG	µV	0.000	0.150	G2	ACR	0.000	good	n/a	2048.000
AHL1	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL2	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL3	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL4	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL5	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL6	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL7	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL8	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
AHL9	SEEG	µV	0.000	0.150	G2	n/a	0.000	good	n/a	2048.000
thor+	EMG	n/a	0.000	0.000	thor-	n/a	0.000	good	n/a	2048.000
abdo+	EMG	n/a	0.000	0.000	abdo-	n/a	0.000	good	n/a	2048.000
MKR2+	TRIG	µV	0.000	0.000	MKR2-	n/a	0.000	good	n/a	2048.000
